---,PlayMode,Level,Dungeon,Difficulty,PartInformation,PartOfLevel,TitleMessage,SubtitleMessage,NumberOfGarbage,NumberOfChests,NumberOfTraps,NumberOfSpiders,PathNumberMax,PathSpreadValues,TimeToGetHungry,bWaitForEndOfTime,PlayModeOfPart,Secret0Character,Secret0Color,Secret0SubColor,Secret0SloganIndex,Secret1Character,Secret1Color,Secret1SubColor,Secret1SloganIndex
257,"PM_DEFAULT","0","2","6","EPI_LEVEL3","EPI_LEVEL3","","","11","4","1","2","1","(1.000000)","220.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
258,"PM_DEFAULT","0","2","7","EPI_LEVEL1","EPI_LEVEL1","","","6","2","1","2","2","(0.500000,0.500000)","60.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
259,"PM_DEFAULT","0","2","7","EPI_LEVEL2","EPI_LEVEL1","","","8","2","1","2","2","(0.500000,0.500000)","70.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
260,"PM_DEFAULT","0","2","7","EPI_LEVEL2","EPI_LEVEL2","","","6","2","1","1","1","(1.000000)","80.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
261,"PM_DEFAULT","0","2","7","EPI_LEVEL3","EPI_LEVEL1","","","9","1","1","2","2","(0.500000,0.500000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
262,"PM_DEFAULT","0","2","7","EPI_LEVEL3","EPI_LEVEL2","","","13","4","0","1","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
263,"PM_DEFAULT","0","2","7","EPI_LEVEL3","EPI_LEVEL3","","","13","6","1","2","1","(1.000000)","220.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
264,"PM_DEFAULT","0","2","8","EPI_LEVEL1","EPI_LEVEL1","","","14","4","1","2","2","(0.500000,0.500000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
265,"PM_DEFAULT","0","2","8","EPI_LEVEL2","EPI_LEVEL1","","","12","4","1","2","2","(0.500000,0.500000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
266,"PM_DEFAULT","0","2","8","EPI_LEVEL2","EPI_LEVEL2","","","13","6","1","1","1","(1.000000)","180.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
267,"PM_DEFAULT","0","2","8","EPI_LEVEL3","EPI_LEVEL1","","","14","4","1","2","2","(0.500000,0.500000)","180.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
268,"PM_DEFAULT","0","2","8","EPI_LEVEL3","EPI_LEVEL2","","","15","6","1","1","1","(1.000000)","160.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
269,"PM_DEFAULT","0","2","8","EPI_LEVEL3","EPI_LEVEL3","","","15","8","1","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
270,"PM_DEFAULT","1","0","0","EPI_LEVEL1","EPI_LEVEL1","NSLOCTEXT(""0ABA245949758EB462D999B589986820 [242367234C72F7F10AA8C4A72B1656ED]"", ""2538074746A58FA8F72070AEF5603D0C"", ""asdasd"")","NSLOCTEXT(""0ABA245949758EB462D999B589986820 [242367234C72F7F10AA8C4A72B1656ED]"", ""B5397AFF44653D8AAF08D7A1BB9FD350"", ""aASSFASFASF"")","5","2","0","2","1","(1.000000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
271,"PM_DEFAULT","1","0","0","EPI_LEVEL2","EPI_LEVEL1","","","4","2","0","2","1","(1.000000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
272,"PM_DEFAULT","1","0","0","EPI_LEVEL2","EPI_LEVEL2","","","4","2","1","1","1","(1.000000)","350.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
273,"PM_DEFAULT","1","0","0","EPI_LEVEL3","EPI_LEVEL1","","","4","2","0","2","1","(1.000000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
274,"PM_DEFAULT","1","0","0","EPI_LEVEL3","EPI_LEVEL2","","","4","2","0","1","1","(1.000000)","320.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
275,"PM_DEFAULT","1","0","0","EPI_LEVEL3","EPI_LEVEL3","","","3","2","1","1","1","(1.000000)","350.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
276,"PM_DEFAULT","1","0","1","EPI_LEVEL1","EPI_LEVEL1","","","7","3","0","2","1","(1.000000)","350.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
277,"PM_DEFAULT","1","0","1","EPI_LEVEL2","EPI_LEVEL1","","","5","3","0","2","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
278,"PM_DEFAULT","1","0","1","EPI_LEVEL2","EPI_LEVEL2","","","6","4","1","1","1","(1.000000)","320.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
279,"PM_DEFAULT","1","0","1","EPI_LEVEL3","EPI_LEVEL1","","","7","3","0","2","1","(1.000000)","320.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
280,"PM_DEFAULT","1","0","1","EPI_LEVEL3","EPI_LEVEL2","","","8","3","1","1","1","(1.000000)","310.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
281,"PM_DEFAULT","1","0","1","EPI_LEVEL3","EPI_LEVEL3","","","9","4","1","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
282,"PM_DEFAULT","1","0","2","EPI_LEVEL1","EPI_LEVEL1","","","9","4","0","2","1","(1.000000)","350.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
283,"PM_DEFAULT","1","0","2","EPI_LEVEL2","EPI_LEVEL1","","","0","0","0","2","1","(1.000000)","180.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
284,"PM_DEFAULT","1","0","2","EPI_LEVEL2","EPI_LEVEL2","","","12","4","1","1","1","(1.000000)","310.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
285,"PM_DEFAULT","1","0","2","EPI_LEVEL3","EPI_LEVEL1","","","4","5","0","2","1","(1.000000)","180.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
286,"PM_DEFAULT","1","0","2","EPI_LEVEL3","EPI_LEVEL2","","","10","3","1","1","1","(1.000000)","170.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
287,"PM_DEFAULT","1","0","2","EPI_LEVEL3","EPI_LEVEL3","","","10","3","1","1","1","(1.000000)","190.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
288,"PM_DEFAULT","1","0","3","EPI_LEVEL1","EPI_LEVEL1","","","10","5","0","2","1","(1.000000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
289,"PM_DEFAULT","1","0","3","EPI_LEVEL2","EPI_LEVEL1","","","5","3","0","2","1","(1.000000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
290,"PM_DEFAULT","1","0","3","EPI_LEVEL2","EPI_LEVEL2","","","15","3","1","1","1","(1.000000)","220.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
291,"PM_DEFAULT","1","0","3","EPI_LEVEL3","EPI_LEVEL1","","","6","4","0","2","1","(1.000000)","220.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
292,"PM_DEFAULT","1","0","3","EPI_LEVEL3","EPI_LEVEL2","","","10","4","1","1","1","(1.000000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
293,"PM_DEFAULT","1","0","3","EPI_LEVEL3","EPI_LEVEL3","","","10","4","1","1","1","(1.000000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
294,"PM_DEFAULT","1","0","4","EPI_LEVEL1","EPI_LEVEL1","","","4","2","0","2","1","(1.000000)","50.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
295,"PM_DEFAULT","1","0","4","EPI_LEVEL2","EPI_LEVEL1","","","5","2","0","2","1","(1.000000)","80.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
296,"PM_DEFAULT","1","0","4","EPI_LEVEL2","EPI_LEVEL2","","","5","2","1","1","1","(1.000000)","80.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
297,"PM_DEFAULT","1","0","4","EPI_LEVEL3","EPI_LEVEL1","","","5","2","0","2","1","(1.000000)","80.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
298,"PM_DEFAULT","1","0","4","EPI_LEVEL3","EPI_LEVEL2","","","5","2","0","1","1","(1.000000)","80.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
299,"PM_DEFAULT","1","0","4","EPI_LEVEL3","EPI_LEVEL3","","","5","2","1","1","1","(1.000000)","80.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
300,"PM_DEFAULT","1","0","5","EPI_LEVEL1","EPI_LEVEL1","","","12","4","0","2","1","(1.000000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
301,"PM_DEFAULT","1","0","5","EPI_LEVEL2","EPI_LEVEL1","","","8","3","0","2","1","(1.000000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
302,"PM_DEFAULT","1","0","5","EPI_LEVEL2","EPI_LEVEL2","","","8","4","1","1","1","(1.000000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
303,"PM_DEFAULT","1","0","5","EPI_LEVEL3","EPI_LEVEL1","","","8","4","0","2","1","(1.000000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
304,"PM_DEFAULT","1","0","5","EPI_LEVEL3","EPI_LEVEL2","","","10","4","1","1","1","(1.000000)","230.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
305,"PM_DEFAULT","1","0","5","EPI_LEVEL3","EPI_LEVEL3","","","10","4","0","1","1","(1.000000)","220.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
306,"PM_DEFAULT","1","0","6","EPI_LEVEL1","EPI_LEVEL1","","","8","3","0","2","1","(1.000000)","80.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
307,"PM_DEFAULT","1","0","6","EPI_LEVEL2","EPI_LEVEL1","","","10","4","0","2","1","(1.000000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
308,"PM_DEFAULT","1","0","6","EPI_LEVEL2","EPI_LEVEL2","","","10","5","1","1","1","(1.000000)","220.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
309,"PM_DEFAULT","1","0","6","EPI_LEVEL3","EPI_LEVEL1","","","10","4","0","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
310,"PM_DEFAULT","1","0","6","EPI_LEVEL3","EPI_LEVEL2","","","10","5","1","1","1","(1.000000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
311,"PM_DEFAULT","1","0","6","EPI_LEVEL3","EPI_LEVEL3","","","10","5","1","1","1","(1.000000)","220.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
312,"PM_DEFAULT","1","0","7","EPI_LEVEL1","EPI_LEVEL1","","","16","4","0","2","1","(1.000000)","100.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
313,"PM_DEFAULT","1","0","7","EPI_LEVEL2","EPI_LEVEL1","","","0","3","0","2","1","(1.000000)","65.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
314,"PM_DEFAULT","1","0","7","EPI_LEVEL2","EPI_LEVEL2","","","8","1","0","1","1","(1.000000)","80.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
315,"PM_DEFAULT","1","0","7","EPI_LEVEL3","EPI_LEVEL1","","","1","2","0","2","1","(1.000000)","150.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
316,"PM_DEFAULT","1","0","7","EPI_LEVEL3","EPI_LEVEL2","","","12","4","1","1","1","(1.000000)","175.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
317,"PM_DEFAULT","1","0","7","EPI_LEVEL3","EPI_LEVEL3","","","12","4","1","1","1","(1.000000)","185.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
318,"PM_DEFAULT","1","0","8","EPI_LEVEL1","EPI_LEVEL1","","","16","4","0","2","1","(1.000000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
319,"PM_DEFAULT","1","0","8","EPI_LEVEL2","EPI_LEVEL1","","","16","4","0","2","1","(1.000000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
320,"PM_DEFAULT","1","0","8","EPI_LEVEL2","EPI_LEVEL2","","","12","3","1","1","1","(1.000000)","270.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
321,"PM_DEFAULT","1","0","8","EPI_LEVEL3","EPI_LEVEL1","","","12","3","0","2","1","(1.000000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
322,"PM_DEFAULT","1","0","8","EPI_LEVEL3","EPI_LEVEL2","","","12","4","1","1","1","(1.000000)","230.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
